SNAME,SUBNATIONS_SRANKS
Potamogeton pusillus ssp. tenuissimus,"AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SU), FL(SNR), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(S3S4), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SU), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S4?), VT(SNR), WA(SNR), WI(SNR), WV(S1), WY(S2?), AB(SNR), BC(S4), LB(SNR), MB(S2), NB(S4), NF(S3S4), NS(S4?), NT(SNR), ON(S4S5), PE(S4), QC(S3S4), SK(S2), YT(SNR)"
Potamogeton richardsonii,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), IA(S4), ID(SNR), IL(S1), IN(S2), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NV(SNR), NY(S5), OH(S3), OR(SNR), PA(S3), SD(SNR), UT(SNR), VT(SNR), WA(SNR), WI(SNR), WY(S3), AB(S5), BC(S5), MB(S5), NB(S2), NF(S1), NS(S2S3), NT(SNR), ON(S5), QC(S5), SK(S5), YT(S5)"
Potamogeton robbinsii,"AK(S1S2), AL(S1), CA(S3), CO(SNR), CT(SNR), DC(SH), DE(SX), ID(SNR), IL(S1), IN(S2), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NH(SNR), NJ(S2), NY(S5), OH(S1), OR(SNR), PA(S4), RI(SNR), UT(S1), VA(SH), VT(SNR), WA(SNR), WI(SNR), WY(S1), AB(S1), BC(S4), MB(S2), NB(S4?), NF(S1), NS(S4), NT(SNR), ON(S4S5), QC(S5), SK(S2)"
Potamogeton spirillus,"CT(SNR), DE(S4), IA(SH), KY(S1?), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S3S4), NY(S5), OH(SH), PA(SNR), RI(SNR), SD(SNR), VA(S1), VT(SNR), WI(SNR), WV(S2), MB(S2), NB(S4S5), NF(S2), NS(S5), ON(S4S5), QC(S5)"
Potamogeton strictifolius,"CT(S1), IA(SH), ID(SNR), IL(SH), IN(S1), MA(S1), ME(S1), MI(SNR), MN(SNR), MT(SU), ND(S1), NE(S1), NH(SU), NY(S1), OH(SH), PA(SH), UT(S1), VA(S1), VT(S2S3), WI(SNR), WY(S1?), AB(S2), BC(S2S3), MB(S3), NB(S1), NF(S1), NT(SNR), ON(S4), QC(S2?), SK(S2), YT(S1)"
Potamogeton tennesseensis,"GS(P1), NC(S1), OH(S2), PA(S1), TN(S2), TV(SNR), VA(S1), WV(S2)"
Potamogeton vaseyi,"CT(S1), IA(S1), IL(SX), IN(S1), MA(S1), ME(S2), MI(SH), MN(S3), NH(S1), NJ(SH.1), NY(S5), OH(SH), PA(S1), VT(S2), WI(S3), NB(S2), ON(S4), QC(S2)"
Potamogeton x nitens,"CT(SNA), MA(SNR), ME(SNA), NH(SNA), NJ(SNA), NY(SNA), PA(SNR), RI(SNA), VT(SNA), NF(SNA), NS(SNA), ON(S1?)"
Potamogeton zosteriformis,"AK(SNR), CA(S2.2?), CT(SNR), IA(S3), ID(SNR), IL(S3), IN(SNR), KS(SH), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NH(S1), NJ(S1), NY(S5), OH(S3), OR(SNR), PA(S2S3), SD(SNR), UT(S1), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(SH), WY(S1), AB(S3), BC(S4), MB(S5), NB(S4), NF(S1), NS(S2S3), NT(SNR), ON(S5), QC(S3S4), SK(SNR), YT(S4)"
Potentilla arguta,"AK(SNR), AR(S1S2), AZ(SNR), CO(SNR), CT(S2S3), DC(SNR), IA(S4), ID(SNR), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S4), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(S1), OK(SNR), OR(SNR), PA(SNR), SD(SNR), TN(SU), UT(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(SX), WY(S4S5), AB(S5), BC(SNR), MB(S5), NB(S3S4), NT(SNR), ON(S4), QC(S3S4), SK(S5), YT(S4)"
Potentilla arguta ssp. arguta,"AR(SNR), CO(SNR), CT(SNR), DC(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S2), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), SD(SNR), VA(S1), VT(S3), WI(SNR), WV(SX), WY(SNR), AB(SNR), BC(S1S3), MB(SNR), NB(S3), NT(SNR), ON(SNR), QC(S3S4), SK(S5)"
Potentilla canadensis,"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), GA(SNR), GS(P5), IA(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(SNR), NY(S4), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), NS(S3?), ON(S2?)"
Potentilla canadensis var. canadensis,"AL(SNR), CT(SNR), DC(SNR), DE(SNR), GA(SNR), IA(SNR), MA(SNR), MD(SNR), ME(SNR), MO(SNR), NC(S5), NH(SNR), NJ(S5), NY(SNR), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5?), VT(SNR), WI(SNR), WV(S5), NS(S3?), ON(SNR)"
Potentilla canadensis var. villosissima,"AR(SNR), DE(SNR), GA(SNR), KY(SNR), MA(SNR), MD(SNR), MO(SNR), MS(SNR), NC(S3?), NJ(S3S4), OH(SNR), PA(SNR), SC(SNR), TN(SNR), VA(S5?), ON(SNR)"
Potentilla norvegica,"AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNA), CT(SNR), DC(SNR), DE(S5), GA(SNR), GS(P3?), IA(S5), ID(SNR), IL(SNA), IN(SNR), KS(SNR), KY(S4S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(S4), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(SNA), AB(S5), BC(S5), LB(S3S5), MB(S5), NB(S5), NF(S3S5), NS(S5), NT(SNR), NU(SNR), ON(S5), PE(S5), QC(S4S5), SK(S5), YT(S5)"
Potentilla norvegica ssp. monspeliensis,"AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNA), CT(SNR), DC(SNR), DE(SNR), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(SNR), AB(SNR), BC(SNR), LB(S3S5), MB(SU), NB(S5), NF(S3S5), NS(S5), NT(SNR), NU(SNR), ON(SU), PE(S5), QC(S4S5), SK(SNR), YT(SNR)"
Potentilla paradoxa,"CO(SNR), IA(S4), ID(S1), IL(SNR), KS(S2), LA(SNR), MI(SU), MN(SH), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NY(S1), OH(S1), OK(SNR), OR(SNR), PA(S1), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S2), AB(S3), BC(S1), MB(S4), ON(S4), SK(S2S3)"
Potentilla simplex,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S4), GA(SNR), GS(P4), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), NB(S5), NF(SNA), NS(S5), ON(S5), PE(S4?), QC(S3S4)"
Prenanthes alba,"AR(SNR), CT(SNR), DC(SNR), DE(SH), GA(SNR), GS(PNR), IA(S5), IL(SNR), IN(SNR), KY(S1), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S2?), ND(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), PA(SNR), RI(SNR), SD(S2), TN(S1), TV(SNR), VA(S5), VT(S4?), WI(SNR), WV(S4), AB(SNR), MB(S4S5), ON(S5), QC(S4), SK(S2)"
Prenanthes altissima,"AL(SNR), AR(SNR), CT(SNR), DE(S4), GA(SNR), GS(P5), IL(SNR), IN(SNR), KY(S5), LA(S3), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(S1), VA(S5), VT(SNR), WI(SNR), WV(S5), NB(S5), NS(S5), ON(S5), PE(S4), QC(S4S5)"
Prenanthes aspera,"AR(SNR), IA(S3), IL(SNR), IN(S2), KS(SNR), KY(S1), LA(SNR), MN(SNR), MO(SNR), MS(S2), NE(S3S5), OH(S1), OK(SNR), PA(SNR), SD(S2), TN(S1), TV(SNR), WI(S1), WV(SH)"
Prenanthes crepidinea,"AR(S1), IL(S3), IN(S2), KY(S3), MI(SNR), MN(S3), MO(SU), NY(SH), OH(S4), PA(S4), TN(S2), TV(SNR), WI(S1), WV(S1)"
Prenanthes racemosa,"CO(SNR), IA(S3), IL(SNR), IN(SNR), KY(S1S2), ME(S3), MI(SNR), MN(SNR), MO(SH), MT(SU), ND(SNR), NE(SNR), NJ(SNR), NY(SX), OH(S3), PA(SH), SD(SNR), VT(SNR), WI(SNR), WY(S1), AB(S3), BC(SH), MB(S4), NB(S3), NF(S1), NS(S1), ON(S5), QC(S4S5), SK(S4?)"
Prenanthes racemosa ssp. racemosa,"CO(SNR), IA(SNR), IL(SNR), IN(SNR), KY(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NJ(SNR), NY(SX), OH(SNR), PA(SNR), SD(SNR), VT(SNR), WI(SNR), WY(SNR), AB(SNR), BC(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), ON(SU), QC(SNR), SK(SNR)"
Prenanthes racemosa var. racemosa,"CO(SNR), IA(SNR), IL(SNR), IN(SNR), KY(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NJ(SH), NY(SX), OH(SNR), PA(SNR), SD(SNR), VT(SNR), WI(SNR), WY(SNR), AB(SNR), BC(SNR), LB(SNR), MB(SNR), NB(S3), NF(S1), NS(S1), ON(SNR), QC(SNR), SK(SNR)"
Prenanthes serpentaria,"AL(SNR), CT(SU), DC(SNR), DE(S4), FL(SNR), GA(SNR), GS(P2), KY(S5), MA(S1), MD(SNR), MS(SNR), NC(S5), NH(SH), NJ(S4), NY(S3S4), OH(SNR), PA(S3), RI(SU), SC(SNR), TN(SNR), VA(S5), VT(SU), WV(S5)"
Prenanthes trifoliolata,"CT(SNR), DE(S4), GA(SNR), GS(P4), IN(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(S4?), NH(S4), NJ(S4), NY(S5), OH(S1), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WV(S4), LB(S3), NB(S5), NF(S5), NS(S5), PE(S5), QC(S4S5)"
Prenanthes trifoliolata,"CT(SNR), GA(SNR), IN(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(SNR), VT(S2?), WV(SNR), LB(SNR), NB(SNR), NF(SNR), NS(SNR), ON(SNR), PE(SNR), QC(SNR)"
Proboscidea louisianica ssp. louisianica,"AL(SNR), AR(SNR), CA(SNR), CO(SNR), CT(SNA), DC(SNA), DE(SNR), FL(SNR), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNR), NE(SNR), NH(SNR), NJ(SNA), NM(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WA(SNR), WV(SNA), WY(SNR), ON(SNA), SK(SNA)"
Prosartes lanuginosa,"AL(SNR), AR(S2), GA(SNR), GS(P4), KY(S5), MD(SNR), NC(S5), NY(S4?), OH(SNR), PA(SNR), SC(SNR), TN(SNR), VA(S5), WV(S5), ON(S4)"
Proserpinaca intermedia,"AL(SNR), FL(SNR), GA(SNR), LA(SNR), MA(SNR), MI(SNR), MS(SNR), NC(S2?), NJ(S3), PA(SNR), RI(SNR), SC(SNR), TN(SNR), NS(S1)"
Proserpinaca palustris,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), IA(S1), IL(SNR), IN(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S4), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(S2), WI(SNR), WV(S4), NB(S2), NS(S3), ON(S4), QC(S2)"
Proserpinaca palustris var. crebra,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MO(SNR), MS(SNR), NC(SNR), NH(SNR), NJ(S4S5), NY(S4), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S4?), VT(SNR), WI(SNR), WV(S4), NS(S3), ON(SNR), QC(SNR)"
Proserpinaca palustris var. palustris,"AL(SNR), AR(SNR), DE(S5), FL(SNR), GA(SNR), IL(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MO(SNR), MS(SNR), NC(SNR), NJ(S3S4), NY(S1?), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), WI(SNR), WV(SNR), NS(S1?), ON(SNR), QC(SNR)"
Proserpinaca pectinata,"AL(SNR), DE(S5), FL(SNR), GA(SNR), KY(S4), LA(SNR), MA(SNR), MD(SNR), ME(S1), MI(S1), MS(SNR), NC(S4), NH(SH), NJ(S4), NY(S2), PA(SX), RI(SU), SC(SNR), TN(SNR), TX(SNR), VA(S3S4), NB(S1), NF(S1), NS(S3)"
Prunella vulgaris,"AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNA), DE(SNR), FL(SNR), GA(SNR), GS(P5), HI(SNA), IA(SNA), ID(SNR), IL(SNA), IN(SNR), KS(SNR), KY(SNA), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNA), MO(SNR), MS(SNR), MT(S4), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNA), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S3), MXSO(SNR), AB(S3), BC(SNR), LB(SNR), MB(S4), NB(S5), NF(S3S4), NS(S5), ON(S5), PE(S5), SK(S1), YT(SNA)"
Prunella vulgaris ssp. lanceolata,"AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNA), KS(SNR), KY(SNA), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNA), MO(SNR), MS(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNA), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5?), VT(SNR), WA(SNR), WI(SNR), WV(SNR), WY(S3), AB(SNR), BC(S5), LB(SNR), MB(S4), NB(S5), NF(S3S4), NS(S5), ON(S5), PE(S5), QC(S4?), SK(S1), YT(SNA)"
Prunella vulgaris ssp. vulgaris,"CA(SNR), CT(SNR), DE(SNA), FL(SNR), GA(SNR), HI(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KY(SNA), LA(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNA), MO(SNR), MT(SNA), NC(SNR), NH(SNR), OR(SNR), PA(SNR), RI(SNA), TN(SNR), TX(SNR), VA(SNA), VT(SNR), WA(SNR), WI(SNR), WV(SNR), WY(SNR), BC(SNA), NB(SNA), NS(SNA), ON(SNA), QC(SNA)"
Prunus alleghaniensis,"CT(SH), MA(SNA), MD(S2), MI(S3), NC(S1?), NJ(SNR), NY(S5), PA(S2S3), TN(SNR), VA(S3), WV(S3)"
Prunus alleghaniensis var. alleghaniensis,"CT(SNR), MA(SNA), MD(SNR), NC(S1), NJ(SX), NY(SNR), PA(SNR), TN(SNR), VA(S3), WV(S3)"
Prunus americana,"AL(SNR), AR(SNR), AZ(SNR), CO(SNR), CT(SNR), DC(SNR), DE(SU), FL(SNR), GA(SNR), GS(P2), IA(S5), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4S5), NC(S3), ND(SNR), NE(SNR), NH(S1), NJ(S4), NM(SNR), NY(S3S4), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), UT(SNR), VA(S4), VT(SH), WI(SNR), WV(S5), WY(S3), MB(S4), ON(S4), QC(SNA), SK(S2)"
Prunus angustifolia,"AL(SNR), AR(SNR), CA(SNR), CO(S1), DC(SNR), DE(SNA), FL(SNR), GA(SNR), GS(P1), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MD(SNA), MO(SNR), MS(SNR), NC(S5), NE(S1), NJ(SNR), NM(SNR), OK(SNR), PA(S1), SC(SNR), TN(SNR), TX(SNR), VA(S5), WV(S1)"
Prunus angustifolia var. angustifolia,"AL(SNR), AR(SNR), CA(SNR), CO(SNR), DC(SNR), DE(SNA), FL(SNR), GA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MD(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NJ(S2), NM(SNR), OK(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), WV(S1)"
Prunus maritima,"CT(S4), DE(S3), MA(SNR), MD(S1), ME(S1), MI(SNR), NH(SNR), NJ(SNR), NY(S4), PA(S1), RI(SNR), VA(S1?)"
Prunus maritima var. maritima,"CT(SNR), DE(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NH(SNR), NJ(S5), NY(SNR), PA(SNR), RI(SNR), VA(SNA)"
Prunus pensylvanica,"CO(SNR), CT(SNR), DC(SNR), GA(S2), GS(P4), IA(S4), IL(SNR), IN(S2), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S4?), NC(S4), ND(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), PA(S5), RI(SNR), SD(SNR), TN(SNR), TV(SNR), VA(S5), VT(SNR), WI(SNR), WV(S4), WY(S2), AB(S5), BC(S4), LB(S3S4), MB(S5), NB(S5), NF(S4S5), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5), SK(S5)"
Prunus pensylvanica var. pensylvanica,"CO(SNR), CT(SNR), DC(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(SNR), ND(SNR), NH(SNR), NJ(S3S4), NY(S5), OH(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S4), WY(SNR), AB(SNR), BC(SNR), LB(S3S4), MB(S5), NB(S5), NF(S4S5), NS(S5), NT(SNR), ON(SNR), PE(S5), QC(S5), SK(S5)"
Prunus pumila,"AR(S2), CO(SNR), CT(SNR), DE(SNR), IA(S2), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MD(SU), ME(SNR), MI(SNR), MN(SNR), MT(S1), NC(S1), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), PA(S3), RI(SNR), SD(SNR), TN(S1), TV(SNR), UT(SNR), VA(S1), VT(SNR), WI(SNR), WV(S1), WY(SNR), MB(S4), NB(S4), ON(S4S5), QC(S3S4), SK(S1)"
Prunus pumila var. depressa,"MA(S2), ME(SNR), NH(SNR), NJ(S1), NY(S2), PA(S1), TN(SU), VT(S2), WI(SNR), WV(S1), NB(S4), ON(S4?), QC(S3S4)"
Prunus pumila var. pumila,"IA(SNR), IL(SNR), IN(SNR), MI(SNR), MN(SNR), NJ(SNR), NY(S1), OH(SX), PA(SX), WI(SNR), ON(S3)"
Prunus pumila var. susquehanae,"AR(S1), CT(SNR), DE(SNR), IL(SNR), IN(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(SH), NH(SNR), NJ(S3), NY(S4), OH(S2), PA(S2), RI(S1), TV(SNR), VA(S1), VT(S1), WI(SNR), MB(S4), ON(S4?), QC(S2S3)"
Prunus serotina,"AL(SNR), AR(SNR), AZ(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(S5), GS(P5), IA(S5), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), MXSO(SNR), BC(SNA), NB(S5), NS(S5), ON(S5), QC(S4)"
Prunus serotina var. serotina,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VT(SNR), WI(SNR), WV(S5), NB(S5), NS(S5), ON(SNR), QC(S4)"
Prunus virginiana,"AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), GA(S1), GS(P1), IA(S5), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S3S4), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), NC(S2), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(S5), RI(SNR), SD(SNR), TN(S1), TV(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(SNR), AB(S5), BC(SNR), MB(S5), NB(S5), NF(S3S5), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5), SK(S5)"
Gnaphalium helleri,"AL(SNR), AR(SNR), FL(SNR), GA(SNR), GS(P3), IN(SNR), KY(SH), LA(SNR), MA(SNR), MD(SNR), ME(SH), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), OK(S1), PA(SNR), SC(SNR), TN(S2), TV(SNR), TX(SNR), VA(S1), WI(SNR)"
Gnaphalium helleri var. micradenium,"GA(SNR), IN(SNR), KY(SH), LA(SNR), MA(SH), MD(SNR), ME(SH), MI(SNR), MN(SNR), MO(SNR), NC(S1), NH(SH), NJ(SH), NY(SH), PA(SNR), SC(SNR), TN(SNR), TV(SNR), VA(S1?), WI(S1)"
Gnaphalium macounii,"AZ(SNR), CA(SNR), CO(SNR), CT(SNR), ID(SNR), IL(SX), IN(SX), MA(S1S2), ME(SNR), MI(SNR), MN(SNR), MT(S4), NH(SNR), NJ(SH), NM(SNR), NY(S5), OH(S1), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), UT(SNR), VA(S1), VT(S3), WA(SNR), WI(SNR), WV(S2), WY(S2), AB(SNR), BC(S4), MB(SNR), NB(S2), NS(S4), ON(SNR), PE(S2), QC(S4), SK(SNR)"
Gnaphalium obtusifolium,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(S5), GS(P3), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(S5), WV(S5), BC(SNA), NB(S1), NS(S3S4), ON(S5), PE(S1), QC(S3)"
Gnaphalium obtusifolium var. obtusifolium,"AL(SNR), AR(SNR), CT(SNR), DE(SNR), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S5), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5), BC(SNA), NB(S1), NS(S3S4), ON(SNR), PE(S1), QC(SNR)"
Pseudotsuga menziesii,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MN(SNA), MT(S5), NM(SNR), NV(SNR), NY(SNR), OR(S5), PA(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5), MXHI(SNR), MXSO(SNR), AB(S4), BC(SNR)"
